,Все
853,0.8604166037598914
854,0.8603900270922341
855,0.8603639459111763
856,0.8603383510648326
857,0.8603132335671729
858,0.8602885845951351
859,0.8602643954857826
860,0.860240657733508
861,0.8602173629872842
862,0.8601945030479556
863,0.8601720698655725
864,0.8601500555367728
865,0.8601284523022055
866,0.8601072525439903
867,0.8600864487832246
868,0.8600660336775315
869,0.8600460000186424
870,0.8600263407300255
871,0.8600070488645506
872,0.8599881176021918
873,0.859969540247771
874,0.859951310228736
875,0.8599334210929787
876,0.8599158665066856
877,0.8598986402522305
878,0.8598817362260961
879,0.859865148436834
880,0.859848871003062
881,0.859832898151486
882,0.8598172242149686
883,0.8598018436306173
884,0.859786750937916
885,0.859771940776881
886,0.8597574078862524
887,0.8597431471017166
888,0.8597291533541567
889,0.8597154216679351
890,0.8597019471592049
891,0.8596887250342521
892,0.8596757505878637
893,0.8596630192017254
894,0.8596505263428489
895,0.8596382675620237
896,0.8596262384922962
897,0.8596144348474788
898,0.8596028524206795
899,0.8595914870828621
900,0.8595803347814295
901,0.8595693915388319
902,0.8595586534511984
903,0.8595481166869963
904,0.8595377774857099
905,0.8595276321565445
906,0.8595176770771539
907,0.8595079086923897
908,0.859498323513072
909,0.8594889181147817
910,0.8594796891366794
911,0.8594706332803353
912,0.8594617473085896
913,0.8594530280444287
914,0.8594444723698809
915,0.8594360772249338
916,0.8594278396064701
917,0.8594197565672227
918,0.8594118252147481
919,0.8594040427104178
920,0.8593964062684305
921,0.8593889131548378
922,0.8593815606865913
923,0.8593743462306039
924,0.8593672672028291
925,0.8593603210673596
926,0.8593535053355367
927,0.8593468175650798
928,0.859340255359231
929,0.8593338163659142
930,0.85932749827691
931,0.8593212988270461
932,0.8593152157934006
933,0.8593092469945219
934,0.8593033902896607
935,0.8592976435780192
936,0.8592920047980093
937,0.8592864719265277
938,0.8592810429782438
939,0.8592757160048998
940,0.8592704890946227
941,0.8592653603712517
942,0.8592603279936752
943,0.8592553901551804
944,0.8592505450828151
945,0.8592457910367638
946,0.859241126309729
947,0.859236549226329
948,0.8592320581425071
949,0.8592276514449467
950,0.8592233275505018
951,0.8592190849056363
952,0.8592149219858739
953,0.8592108372952559
954,0.8592068293658133
955,0.8592028967570451
956,0.8591990380554073
957,0.8591952518738104
958,0.8591915368511285
959,0.8591878916517153
960,0.8591843149649294
961,0.8591808055046687
962,0.8591773620089139
963,0.8591739832392782
964,0.8591706679805686
965,0.8591674150403534
966,0.859164223248537
967,0.8591610914569432
968,0.8591580185389079
969,0.8591550033888771
970,0.8591520449220117
971,0.8591491420738049
972,0.8591462937996974
973,0.8591434990747091
974,0.8591407568930722
975,0.8591380662678734
976,0.8591354262307
977,0.859132835831296
978,0.8591302941372226
979,0.8591278002335244
980,0.8591253532224044
981,0.8591229522229024
982,0.8591205963705808
983,0.859118284817214
984,0.8591160167304874
985,0.8591137912937009
986,0.8591116077054727
987,0.8591094651794576
988,0.8591073629440625
989,0.8591053002421719
990,0.8591032763308762
991,0.8591012904812074
992,0.8590993419778774
993,0.8590974301190204
994,0.8590955542159455
995,0.8590937135928844
996,0.8590919075867574
997,0.8590901355469273
998,0.8590883968349722
999,0.8590866908244561
1000,0.8590850169007013
1001,0.859083374460571
1002,0.8590817629122534
1003,0.859080181675048
1004,0.8590786301791564
1005,0.859077107865483
1006,0.8590756141854287
1007,0.8590741486006964
1008,0.8590727105830999
1009,0.8590712996143717
1010,0.8590699151859784
1011,0.8590685567989375
1012,0.8590672239636395
1013,0.8590659161996707
1014,0.8590646330356417
1015,0.8590633740090196
1016,0.8590621386659582
1017,0.8590609265611386
1018,0.8590597372576074
1019,0.8590585703266216
1020,0.8590574253474914
1021,0.8590563019074333
1022,0.8590551996014185
1023,0.8590541180320277
1024,0.8590530568093114
1025,0.8590520155506463
1026,0.8590509938805988
1027,0.8590499914307907
1028,0.8590490078397671
1029,0.8590480427528657
1030,0.8590470958220883
1031,0.8590461667059788
1032,0.8590452550694971
1033,0.8590443605839009
1034,0.8590434829266262
1035,0.8590426217811724
1036,0.8590417768369877
1037,0.8590409477893568
1038,0.8590401343392937
1039,0.8590393361934318
1040,0.859038553063918
1041,0.8590377846683125
1042,0.859037030729484
1043,0.85903629097551
1044,0.859035565139582
1045,0.8590348529599064
1046,0.8590341541796108
1047,0.8590334685466527
1048,0.8590327958137289
1049,0.8590321357381846
1050,0.8590314880819275
1051,0.8590308526113443
1052,0.8590302290972096
1053,0.8590296173146114
1054,0.8590290170428658
1055,0.8590284280654393
1056,0.8590278501698684
1057,0.859027283147685
1058,0.8590267267943431
1059,0.8590261809091401
1060,0.8590256452951491
1061,0.8590251197591469
1062,0.8590246041115432
1063,0.8590240981663123
1064,0.8590236017409283
1065,0.8590231146562972
1066,0.8590226367366925
1067,0.8590221678096931
1068,0.8590217077061219
1069,0.8590212562599807
1070,0.8590208133083947
1071,0.8590203786915536
1072,0.85901995225265
1073,0.8590195338378285
1074,0.8590191232961255
1075,0.8590187204794175
1076,0.8590183252423667
1077,0.8590179374423698
1078,0.8590175569395045
1079,0.8590171835964807
1080,0.8590168172785911
1081,0.859016457853662
1082,0.859016105192005
1083,0.8590157591663726
1084,0.8590154196519096
1085,0.8590150865261095
1086,0.8590147596687706
1087,0.8590144389619525
1088,0.859014124289933
1089,0.859013815539166
1090,0.8590135125982424
1091,0.8590132153578487
1092,0.859012923710727
1093,0.8590126375516378
